SM PMS 2 Root
   0.70661	  -0.02643
   0.71528	  -0.02564
   0.72396	  -0.02483
   0.73264	  -0.02401
   0.74133	  -0.02316
   0.75003	  -0.02231
   0.75874	  -0.02144
   0.76746	  -0.02056
   0.77618	  -0.01967
   0.78492	  -0.01877
   0.79367	  -0.01787
   0.80242	  -0.01696
   0.81117	  -0.01605
   0.81992	  -0.01515
   0.82866	  -0.01425
   0.83738	  -0.01336
   0.84610	  -0.01247
   0.85480	  -0.01160
   0.86351	  -0.01074
   0.87220	  -0.00990
   0.88088	  -0.00907
   0.88955	  -0.00826
   0.89823	  -0.00748
   0.90689	  -0.00671
   0.91553	  -0.00596
   0.92417	  -0.00525
   0.93281	  -0.00456
   0.94144	  -0.00389
   0.95004	  -0.00326
   0.95861	  -0.00266
   0.96711	  -0.00210
   0.97543	  -0.00160
   0.98335	  -0.00116
   0.99053	  -0.00082
   0.99663	  -0.00059
   1.00000	  -0.00049
